"","X","state","communityname","fold","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct12t29","agePct16t24","agePct65up","numbUrban","pctUrban","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","perCapInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","HispPerCap","NumUnderPov","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ6","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","TotalPctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","NumIlleg","PctIlleg","NumImmig","PctImmigRecent","PctImmigRec5","PctImmigRec8","PctImmigRec10","PctRecentImmig","PctRecImmig5","PctRecImmig8","PctRecImmig10","PctSpeakEnglOnly","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccLowQuart","OwnOccMedVal","OwnOccHiQuart","RentLowQ","RentMedian","RentHighQ","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","NumInShelters","NumStreet","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","LandArea","PopDens","PctUsePubTrans","LemasPctOfficDrugUn","ViolentCrimesPerPop"
"1594","1918","24","Westminstercity","10","0.00","0.37","0.11","0.90","0.04","0.02","0.56","0.71","0.57","0.43","0.00","0.00","0.32","0.52","0.06","0.51","0.50","0.20","0.37","0.38","0.31","0.31","0.22","0.22","0.37","0.27","0.01","0.21","0.32","0.42","0.34","0.19","0.55","0.31","0.45","0.35","0.42","0.60","0.55","0.66","0.66","0.35","0.46","0.53","0.68","0.36","0.68","0.67","0.00","0.20","0.00","0.58","0.43","0.38","0.41","0.07","0.04","0.03","0.03","0.95","0.02","0.11","0.10","0.29","0.41","0.26","0.33","0.06","0.55","0.5","0.01","0.80","0.30","0.03","0.31","0.73","0.14","0.00","0.24","0.20","0.20","0.31","0.34","0.37","0.35","0.45","0.58","0.21","0.01","0.00","0.04","0.68","0.30","0.46","0.64","0.01","0.20","0.04","0.00","0.20"
"1595","1919","48","Brownwoodcity","10","0.01","0.43","0.12","0.74","0.02","0.27","0.55","0.51","0.41","0.58","0.00","0.00","0.10","0.28","0.74","0.33","0.72","0.56","0.38","0.13","0.14","0.15","0.14","0.11","0.09","0.18","0.04","0.63","0.56","0.62","0.23","0.64","0.23","0.46","0.49","0.59","0.27","0.54","0.41","0.56","0.57","0.45","0.55","0.49","0.48","0.56","0.37","0.34","0.01","0.20","0.00","0.20","0.36","0.41","0.46","0.05","0.08","0.08","0.08","0.79","0.13","0.25","0.22","0.38","0.36","0.43","0.55","0.22","0.60","0.0","0.06","0.41","0.57","0.26","0.72","0.33","0.76","0.26","0.02","0.02","0.04","0.09","0.14","0.14","0.14","0.58","0.42","0.51","0.00","0.00","0.10","0.84","0.49","0.61","0.83","0.03","0.13","0.03","0.00","0.29"
"1596","1920","36","Beaconcity","10","0.01","0.52","0.29","0.68","0.04","0.26","0.34","0.47","0.27","0.42","0.02","1.00","0.35","0.49","0.00","0.41","0.53","0.33","0.59","0.37","0.29","0.31","0.25","0.36","0.22","0.33","0.01","0.30","0.44","0.51","0.24","0.46","0.42","0.53","0.33","0.43","0.32","0.43","0.57","0.48","0.47","0.55","0.51","0.52","0.67","0.41","0.51","0.49","0.02","0.59","0.01","0.20","0.39","0.40","0.41","0.10","0.17","0.16","0.15","0.72","0.17","0.32","0.29","0.50","0.54","0.46","0.52","0.19","0.50","0.5","0.02","0.76","0.51","0.34","0.62","0.08","0.42","0.00","0.31","0.28","0.25","0.30","0.39","0.45","0.38","0.53","0.68","0.72","0.03","0.00","0.20","0.81","0.61","0.66","0.80","0.01","0.23","0.23","0.00","0.27"
"1597","1921","48","SouthHoustoncity","10","0.01","0.78","0.05","0.48","0.06","1.00","0.56","0.60","0.38","0.17","0.02","1.00","0.20","0.68","0.24","0.16","0.34","0.43","0.23","0.17","0.11","0.14","0.07","0.24","0.15","0.23","0.03","0.57","0.98","0.93","0.04","0.54","0.47","0.30","0.07","0.66","0.07","0.56","0.42","0.64","0.62","0.91","0.63","0.61","0.62","0.63","0.17","0.08","0.01","0.17","0.02","0.24","0.36","0.42","0.64","0.38","0.50","0.53","0.74","0.02","0.95","0.84","0.83","0.85","0.78","0.91","0.42","1.00","0.67","0.0","0.03","0.56","0.47","0.34","0.76","0.56","0.88","0.26","0.05","0.04","0.03","0.20","0.20","0.21","0.17","0.34","0.42","0.43","0.00","0.00","0.67","0.62","0.47","0.82","0.82","0.01","0.39","0.07","0.00","0.13"
"1598","1922"," 6","SuisunCitycity","10","0.02","0.82","0.28","0.38","1.00","0.30","0.48","0.52","0.27","0.07","0.04","1.00","0.48","0.79","0.15","0.33","0.16","0.51","0.45","0.42","0.25","0.29","0.32","0.24","0.20","0.32","0.02","0.24","0.24","0.29","0.19","0.47","0.63","0.29","0.25","0.38","0.27","0.42","0.34","0.50","0.48","0.85","0.71","0.69","0.73","0.66","0.45","0.43","0.01","0.21","0.03","0.38","0.49","0.51","0.64","0.44","0.51","0.47","0.55","0.57","0.34","0.63","0.67","0.90","0.88","0.88","0.57","0.45","0.27","0.5","0.02","0.83","0.59","1.00","0.16","0.85","0.23","0.31","0.40","0.34","0.29","0.48","0.48","0.64","0.52","0.86","0.84","0.21","0.00","0.00","0.50","0.46","0.16","0.20","0.54","0.01","0.53","0.11","0.00","0.16"
"1599","1924"," 6","FountainValleycity","10","0.07","0.66","0.02","0.67","1.00","0.15","0.53","0.54","0.41","0.20","0.08","1.00","0.73","0.78","0.36","0.66","0.22","0.21","0.37","0.68","0.53","0.56","0.57","0.29","0.37","0.53","0.02","0.08","0.13","0.17","0.50","0.21","0.70","0.49","0.32","0.18","0.62","0.36","0.50","0.45","0.42","0.66","0.78","0.76","0.88","0.73","0.43","0.51","0.01","0.11","0.07","0.25","0.35","0.41","0.49","0.34","0.42","0.44","0.48","0.59","0.27","0.43","0.45","0.72","0.74","0.58","0.74","0.26","0.25","0.5","0.03","0.89","0.72","0.01","0.14","0.67","0.02","0.07","0.82","0.78","0.77","0.92","0.88","1.00","0.87","0.62","0.52","0.24","0.00","0.01","0.58","0.40","0.62","0.71","0.69","0.02","0.50","0.05","0.00","0.11"
"1600","1925"," 6","ThousandOakscity","10","0.15","0.55","0.02","0.86","0.29","0.18","0.45","0.46","0.32","0.27","0.17","1.00","0.74","0.72","0.27","0.65","0.28","0.15","0.39","0.72","0.64","0.63","0.79","0.34","0.50","0.48","0.04","0.10","0.11","0.15","0.57","0.20","0.69","0.39","0.39","0.15","0.65","0.40","0.42","0.49","0.46","0.52","0.79","0.80","0.86","0.76","0.41","0.45","0.02","0.12","0.09","0.36","0.42","0.46","0.49","0.35","0.35","0.35","0.34","0.75","0.19","0.26","0.27","0.58","0.57","0.55","0.70","0.17","0.30","0.5","0.07","0.89","0.70","0.00","0.23","0.73","0.04","0.07","0.79","0.81","0.83","0.88","0.87","1.00","0.87","0.68","0.81","0.31","0.00","0.00","0.40","0.40","0.44","0.44","0.63","0.14","0.18","0.02","0.00","0.13"
"1601","1926"," 6","ElCentrocity","10","0.03","0.76","0.09","0.39","0.15","1.00","0.56","0.55","0.34","0.23","0.00","0.00","0.22","0.53","0.48","0.19","0.38","0.83","0.33","0.22","0.16","0.23","0.20","0.15","0.25","0.23","0.06","0.62","0.80","0.72","0.20","0.98","0.30","0.12","0.51","0.36","0.40","0.43","0.43","0.56","0.52","0.88","0.56","0.55","0.51","0.62","0.18","0.14","0.03","0.36","0.06","0.32","0.36","0.39","0.41","0.66","0.65","0.63","0.62","0.00","0.96","0.72","0.70","0.80","0.81","0.77","0.40","0.99","0.62","0.0","0.03","0.80","0.41","0.20","0.34","0.67","0.33","0.22","0.17","0.16","0.15","0.24","0.28","0.32","0.30","0.77","0.46","0.26","0.03","0.00","0.87","0.48","0.48","0.65","0.67","0.02","0.42","0.03","0.00","0.29"
"1602","1927","55","Cudahycity","10","0.01","0.36","0.01","0.97","0.04","0.04","0.35","0.47","0.28","0.47","0.03","1.00","0.30","0.54","0.11","0.63","0.56","0.27","0.73","0.30","0.27","0.26","0.03","0.15","0.28","0.26","0.01","0.15","0.30","0.39","0.13","0.28","0.57","0.61","0.34","0.60","0.27","0.51","0.43","0.43","0.48","0.44","0.62","0.67","0.74","0.61","0.80","0.76","0.01","0.16","0.00","0.14","0.15","0.26","0.24","0.03","0.03","0.05","0.04","0.88","0.06","0.13","0.13","0.40","0.49","0.30","0.55","0.08","0.48","0.5","0.01","0.92","0.50","0.08","0.47","0.31","0.14","0.49","0.14","0.12","0.09","0.26","0.27","0.29","0.26","0.30","0.41","0.51","0.00","0.00","0.10","0.89","0.72","0.94","0.88","0.01","0.33","0.26","0.00","0.09"
"1603","1929","29","Grandviewcity","10","0.02","0.46","0.33","0.71","0.06","0.03","0.50","0.57","0.38","0.21","0.04","1.00","0.35","0.80","0.42","0.43","0.26","0.18","0.44","0.36","0.31","0.31","0.33","0.28","0.27","0.36","0.01","0.16","0.13","0.23","0.27","0.28","0.74","0.37","0.34","0.39","0.34","0.60","0.43","0.65","0.65","0.51","0.58","0.59","0.70","0.50","0.84","0.84","0.01","0.28","0.00","0.13","0.21","0.20","0.19","0.02","0.02","0.02","0.02","0.92","0.07","0.25","0.24","0.49","0.57","0.36","0.59","0.11","0.43","0.5","0.05","0.58","0.54","0.12","0.26","0.63","0.19","0.10","0.12","0.11","0.10","0.26","0.25","0.26","0.25","0.39","0.20","0.19","0.00","0.00","0.05","0.57","0.51","0.63","0.60","0.04","0.14","0.04","0.00","0.17"
"1604","1930","29","Hazelwoodcity","10","0.01","0.31","0.21","0.82","0.06","0.02","0.32","0.52","0.30","0.32","0.02","1.00","0.39","0.73","0.29","0.59","0.36","0.10","0.51","0.40","0.37","0.36","0.42","0.17","0.21","0.60","0.01","0.10","0.20","0.29","0.32","0.21","0.73","0.59","0.27","0.28","0.47","0.55","0.42","0.63","0.62","0.40","0.61","0.64","0.79","0.55","0.73","0.74","0.00","0.15","0.00","0.12","0.16","0.24","0.24","0.02","0.02","0.03","0.03","0.94","0.03","0.14","0.13","0.35","0.45","0.22","0.62","0.05","0.48","0.5","0.02","0.77","0.56","0.06","0.18","0.56","0.04","0.00","0.16","0.13","0.11","0.41","0.37","0.39","0.39","0.15","0.13","0.26","0.00","0.00","0.07","0.71","0.64","0.68","0.68","0.01","0.26","0.04","0.00","0.17"
"1605","1931","34","Readingtontownship","10","0.01","0.57","0.01","0.97","0.11","0.03","0.39","0.42","0.27","0.24","0.00","0.00","0.84","0.80","0.57","0.72","0.30","0.08","0.30","0.78","0.67","0.64","0.55","0.00","0.53","1.00","0.00","0.02","0.15","0.20","0.57","0.11","0.75","0.44","0.36","0.22","0.70","0.20","0.38","0.16","0.18","0.58","0.94","0.94","0.98","0.92","0.26","0.40","0.00","0.01","0.01","0.18","0.32","0.33","0.28","0.09","0.13","0.12","0.10","0.86","0.06","0.23","0.25","0.63","0.64","0.40","0.89","0.04","0.21","0.5","0.01","0.88","0.86","0.13","0.75","0.71","0.06","0.23","0.61","0.67","0.67","0.66","0.77","0.94","0.82","0.60","0.62","0.53","0.01","0.00","0.20","0.67","0.69","0.53","0.73","0.14","0.02","0.06","0.00","0.02"
"1606","1932","34","Garfieldcity","10","0.03","0.33","0.04","0.91","0.10","0.17","0.26","0.47","0.27","0.60","0.04","1.00","0.33","0.50","0.18","0.52","0.63","0.15","0.48","0.35","0.34","0.33","0.29","0.09","0.30","0.39","0.02","0.18","0.78","0.70","0.17","0.39","0.50","0.65","0.13","0.66","0.23","0.39","0.50","0.39","0.40","0.42","0.64","0.67","0.75","0.62","0.29","0.43","0.00","0.09","0.04","0.38","0.43","0.47","0.48","0.65","0.64","0.64","0.60","0.33","0.51","0.19","0.16","0.37","0.41","0.39","0.28","0.16","0.78","0.0","0.03","0.84","0.28","0.06","0.57","0.04","0.12","0.34","0.47","0.44","0.39","0.48","0.51","0.57","0.52","0.38","0.84","1.00","0.00","0.00","0.72","0.61","0.68","0.70","0.72","0.00","1.00","0.26","0.00","0.12"
"1607","1933","34","Warrentownship","10","0.00","0.65","0.02","0.87","0.47","0.04","0.36","0.34","0.23","0.30","0.01","0.35","1.00","0.78","0.40","0.76","0.35","0.04","0.44","0.95","0.91","0.89","0.50","0.00","0.76","0.48","0.00","0.00","0.11","0.15","0.71","0.22","0.60","0.30","0.44","0.10","0.77","0.12","0.33","0.09","0.10","0.58","0.99","0.94","0.99","0.87","0.22","0.38","0.00","0.04","0.01","0.17","0.26","0.27","0.26","0.15","0.19","0.18","0.16","0.72","0.14","0.26","0.30","0.70","0.69","0.45","0.95","0.02","0.09","1.0","0.01","0.86","0.93","0.26","0.50","0.54","0.01","0.36","0.80","0.92","1.00","0.65","0.74","1.00","0.92","0.40","0.55","0.54","0.00","0.00","0.36","0.58","0.68","0.46","0.73","0.06","0.05","0.14","0.00","0.04"
"1608","1935","29","BellefontaineNeighborscity","10","0.00","0.33","0.16","0.87","0.02","0.01","0.15","0.28","0.12","0.88","0.02","1.00","0.33","0.28","0.20","0.66","0.85","0.14","0.95","0.35","0.31","0.31","0.29","0.38","0.04","0.33","0.00","0.08","0.65","0.59","0.17","0.29","0.29","0.43","0.32","0.39","0.39","0.23","0.34","0.24","0.25","0.30","0.77","0.81","0.91","0.73","0.72","0.70","0.00","0.06","0.00","0.00","0.00","0.50","0.43","0.00","0.00","0.02","0.02","0.96","0.00","0.12","0.12","0.32","0.29","0.41","0.94","0.05","0.49","0.5","0.00","0.94","0.95","0.00","0.52","0.35","0.02","0.00","0.13","0.09","0.07","0.35","0.36","0.36","0.39","0.20","0.23","0.24","0.00","0.00","0.02","0.87","0.88","0.78","0.93","0.01","0.21","0.08","0.00","0.14"
"1609","1936","19","Newtoncity","10","0.01","0.29","0.00","0.99","0.04","0.01","0.36","0.39","0.22","0.57","0.00","0.00","0.28","0.45","0.80","0.60","0.60","0.27","0.60","0.31","0.30","0.29","0.23","0.73","0.10","0.46","0.01","0.19","0.28","0.35","0.24","0.21","0.49","0.82","0.35","0.55","0.30","0.43","0.21","0.40","0.43","0.32","0.68","0.70","0.70","0.62","0.79","0.80","0.00","0.09","0.00","0.57","0.42","0.39","0.59","0.05","0.03","0.03","0.04","0.95","0.04","0.07","0.08","0.31","0.38","0.15","0.71","0.04","0.52","0.5","0.01","0.87","0.65","0.03","0.50","0.35","0.16","0.05","0.07","0.06","0.07","0.13","0.17","0.17","0.13","0.17","0.07","0.28","0.00","0.00","0.03","0.84","0.61","0.75","0.82","0.02","0.14","0.01","0.00","0.04"
"1610","1937","34","Berkeleytownship","10","0.04","0.16","0.02","0.98","0.01","0.03","0.06","0.05","0.03","1.00","0.05","0.89","0.19","0.00","0.12","0.72","1.00","0.15","1.00","0.20","0.30","0.28","0.31","0.16","0.50","0.39","0.01","0.11","0.47","0.68","0.09","0.47","0.00","0.19","0.41","0.35","0.28","0.12","0.05","0.08","0.10","0.06","0.81","0.78","0.90","0.74","0.58","0.68","0.00","0.04","0.02","0.01","0.01","0.02","0.03","0.00","0.00","0.01","0.01","0.79","0.10","0.07","0.08","0.17","0.14","0.32","0.95","0.02","0.85","0.0","0.12","0.52","0.96","0.04","0.77","0.83","0.05","0.24","0.25","0.23","0.21","0.39","0.54","0.60","0.64","1.00","0.70","0.75","0.00","0.00","0.23","0.59","0.64","0.48","0.75","0.12","0.07","0.11","0.00","0.04"
"1611","1938","33","Berlincity","10","0.00","0.30","0.00","0.99","0.03","0.01","0.34","0.39","0.24","0.66","0.00","0.00","0.22","0.29","0.15","0.53","0.68","0.40","0.62","0.27","0.24","0.23","0.17","0.29","0.19","0.30","0.01","0.28","0.60","0.62","0.09","0.58","0.32","0.70","0.38","0.73","0.20","0.40","0.35","0.30","0.36","0.33","0.66","0.69","0.59","0.63","0.37","0.57","0.00","0.13","0.01","0.02","0.02","0.01","0.02","0.01","0.01","0.00","0.01","0.28","0.15","0.03","0.05","0.32","0.43","0.18","0.59","0.04","0.55","0.0","0.02","0.65","0.52","0.18","0.63","0.00","0.29","0.21","0.12","0.12","0.12","0.17","0.20","0.20","0.17","0.55","0.29","0.49","0.00","0.00","0.19","0.82","0.80","0.86","0.83","0.18","0.02","0.01","0.00","0.06"
"1612","1939","35","Alamogordocity","10","0.03","0.43","0.12","0.74","0.11","0.46","0.42","0.53","0.31","0.35","0.00","0.00","0.21","0.58","0.24","0.42","0.35","0.30","0.75","0.21","0.21","0.22","0.24","0.06","0.13","0.24","0.03","0.35","0.26","0.30","0.26","0.49","0.45","0.13","0.43","0.31","0.39","0.59","0.25","0.54","0.58","0.45","0.66","0.65","0.68","0.64","0.43","0.45","0.01","0.18","0.01","0.17","0.21","0.24","0.23","0.07","0.08","0.08","0.07","0.65","0.12","0.23","0.22","0.46","0.47","0.45","0.57","0.19","0.43","0.5","0.08","0.47","0.56","0.14","0.49","0.63","0.52","0.18","0.10","0.10","0.09","0.20","0.21","0.24","0.21","0.43","0.45","0.19","0.00","0.00","0.18","0.26","0.39","0.38","0.10","0.05","0.13","0.01","0.00","0.20"
"1613","1941","54","Charlestoncity","10","0.08","0.23","0.28","0.76","0.08","0.01","0.32","0.37","0.22","0.61","0.09","1.00","0.20","0.29","0.08","0.46","0.65","0.50","0.71","0.28","0.37","0.40","0.19","0.25","0.64","0.43","0.10","0.49","0.31","0.39","0.46","0.47","0.31","0.16","0.57","0.20","0.61","0.64","0.40","0.63","0.67","0.32","0.41","0.45","0.42","0.45","0.31","0.35","0.05","0.39","0.01","0.26","0.30","0.31","0.30","0.03","0.03","0.03","0.03","0.94","0.03","0.11","0.09","0.24","0.31","0.20","0.49","0.05","0.55","0.0","0.15","0.59","0.45","0.25","0.62","0.25","0.49","0.23","0.10","0.12","0.15","0.10","0.17","0.21","0.17","0.40","0.11","0.18","0.09","0.03","0.05","0.81","0.62","0.76","0.74","0.08","0.16","0.29","1.00","0.56"
"1614","1942"," 6","Tustincity","10","0.07","0.50","0.11","0.59","0.64","0.38","0.42","0.68","0.47","0.21","0.08","1.00","0.44","0.79","0.23","0.44","0.22","0.22","0.26","0.43","0.45","0.50","0.31","0.32","0.34","0.37","0.03","0.17","0.18","0.22","0.41","0.25","0.80","0.45","0.31","0.29","0.48","0.54","0.56","0.77","0.69","0.51","0.60","0.63","0.79","0.51","0.71","0.68","0.02","0.25","0.07","0.47","0.67","0.72","0.76","0.71","0.89","0.87","0.84","0.52","0.47","0.41","0.35","0.49","0.45","0.56","0.21","0.52","0.72","0.0","0.05","0.82","0.26","0.09","0.15","0.65","0.07","0.13","0.63","0.69","0.66","0.79","0.70","0.82","0.68","0.60","0.66","0.18","0.02","0.02","0.64","0.33","0.21","0.47","0.39","0.03","0.38","0.13","0.00","0.14"
"1615","1943","47","Smyrnatown","10","0.01","0.53","0.13","0.89","0.02","0.02","0.48","0.55","0.32","0.21","0.00","0.00","0.32","0.73","0.06","0.26","0.27","0.31","0.36","0.31","0.23","0.23","0.14","0.18","0.19","0.54","0.01","0.28","0.33","0.51","0.16","0.29","0.65","0.63","0.12","0.60","0.23","0.59","0.30","0.67","0.66","0.51","0.57","0.58","0.59","0.56","0.55","0.65","0.01","0.30","0.00","0.00","0.00","0.11","0.09","0.00","0.00","0.01","0.00","0.99","0.00","0.17","0.19","0.56","0.57","0.55","0.45","0.12","0.42","0.5","0.02","0.63","0.46","0.11","0.36","0.79","0.48","0.34","0.15","0.14","0.13","0.27","0.29","0.29","0.32","0.35","0.42","0.22","0.00","0.00","0.02","0.60","0.28","0.44","0.53","0.05","0.06","0.01","0.00","0.12"
"1616","1944"," 4","ApacheJunctioncity","10","0.01","0.28","0.01","0.95","0.02","0.10","0.26","0.27","0.15","0.96","0.03","1.00","0.13","0.13","0.15","0.39","0.88","0.29","0.85","0.14","0.16","0.15","0.13","0.23","0.25","0.27","0.03","0.44","0.35","0.52","0.10","0.43","0.14","0.28","0.23","0.50","0.17","0.69","0.12","0.54","0.62","0.23","0.51","0.52","0.52","0.56","0.52","0.66","0.01","0.10","0.00","0.00","0.34","0.35","0.39","0.00","0.05","0.05","0.05","0.91","0.01","0.17","0.16","0.29","0.23","0.48","0.69","0.26","0.87","0.0","0.27","0.00","0.74","0.43","0.31","0.83","0.56","0.30","0.12","0.09","0.08","0.23","0.22","0.24","0.26","0.60","0.59","0.53","0.00","0.00","0.06","0.13","0.38","0.27","0.27","0.05","0.09","0.02","0.00","0.16"
"1617","1945"," 6","Novatocity","10","0.06","0.42","0.05","0.85","0.31","0.13","0.32","0.42","0.24","0.30","0.08","1.00","0.56","0.68","0.38","0.65","0.33","0.21","0.52","0.56","0.56","0.57","0.35","0.35","0.39","0.45","0.02","0.10","0.10","0.12","0.51","0.12","0.72","0.16","0.43","0.19","0.55","0.46","0.36","0.60","0.56","0.43","0.71","0.76","0.79","0.70","0.55","0.57","0.01","0.12","0.04","0.35","0.42","0.46","0.50","0.28","0.30","0.29","0.29","0.75","0.12","0.14","0.15","0.45","0.42","0.52","0.51","0.15","0.40","0.5","0.03","0.91","0.54","0.01","0.18","0.67","0.02","0.13","0.74","0.76","0.79","0.78","0.75","0.94","0.77","0.68","0.69","0.19","0.00","0.00","0.34","0.47","0.40","0.49","0.57","0.08","0.14","0.44","0.00","0.16"
"1618","1946","13","Lawrencevillecity","10","0.01","0.47","0.11","0.88","0.11","0.03","0.37","0.54","0.29","0.23","0.03","1.00","0.38","0.73","0.19","0.34","0.28","0.23","0.25","0.39","0.32","0.32","0.23","0.33","0.28","0.26","0.01","0.22","0.28","0.42","0.33","0.23","0.70","0.30","0.20","0.41","0.37","0.58","0.28","0.65","0.64","0.50","0.66","0.67","0.76","0.62","0.51","0.65","0.01","0.17","0.00","0.53","0.62","0.52","0.72","0.11","0.11","0.09","0.11","0.93","0.10","0.17","0.17","0.51","0.55","0.47","0.49","0.13","0.45","0.5","0.02","0.71","0.48","0.06","0.29","0.88","0.37","0.14","0.20","0.19","0.19","0.38","0.36","0.36","0.41","0.41","0.50","0.29","0.01","0.00","0.08","0.52","0.24","0.32","0.32","0.03","0.11","0.01","0.00","0.15"
"1619","1948","41","Ashlandcity","10","0.01","0.29","0.01","0.94","0.13","0.04","0.63","0.57","0.54","0.45","0.00","0.00","0.20","0.43","0.27","0.62","0.46","0.22","0.56","0.27","0.26","0.26","0.09","0.16","0.11","0.20","0.02","0.46","0.10","0.15","0.70","0.38","0.44","0.13","0.74","0.19","0.63","0.61","0.61","0.74","0.72","0.28","0.42","0.53","0.64","0.30","0.63","0.79","0.00","0.13","0.01","0.93","0.74","0.69","0.63","0.34","0.24","0.20","0.17","0.92","0.03","0.09","0.07","0.24","0.34","0.20","0.44","0.08","0.63","0.0","0.02","0.82","0.40","0.02","0.24","0.54","0.26","0.37","0.24","0.25","0.27","0.23","0.28","0.32","0.26","0.70","0.58","0.43","0.00","0.00","0.15","0.25","0.28","0.34","0.28","0.02","0.21","0.06","0.00","0.06"
"1620","1950","18","FortWaynecity","10","0.26","0.35","0.33","0.70","0.06","0.05","0.42","0.53","0.34","0.42","0.27","1.00","0.24","0.58","0.20","0.46","0.49","0.27","0.46","0.27","0.26","0.28","0.22","0.19","0.24","0.31","0.18","0.30","0.25","0.39","0.24","0.38","0.56","0.49","0.34","0.53","0.34","0.64","0.48","0.64","0.67","0.46","0.44","0.47","0.51","0.42","0.69","0.73","0.16","0.41","0.03","0.35","0.36","0.39","0.44","0.05","0.05","0.05","0.05","0.93","0.04","0.26","0.22","0.36","0.44","0.28","0.55","0.10","0.53","0.5","0.40","0.60","0.51","0.42","0.38","0.38","0.46","0.13","0.06","0.06","0.07","0.22","0.23","0.25","0.23","0.38","0.13","0.26","0.06","0.03","0.06","0.70","0.53","0.74","0.69","0.18","0.23","0.12","0.57","0.23"
"1621","1952"," 6","SantaClaritacity","10","0.16","0.56","0.03","0.81","0.25","0.25","0.41","0.50","0.31","0.17","0.17","1.00","0.68","0.81","0.21","0.51","0.20","0.16","0.28","0.65","0.55","0.56","0.50","0.32","0.40","0.45","0.04","0.08","0.12","0.19","0.41","0.17","0.77","0.43","0.31","0.22","0.54","0.43","0.40","0.49","0.48","0.58","0.79","0.80","0.86","0.69","0.48","0.51","0.03","0.17","0.08","0.36","0.40","0.44","0.47","0.29","0.29","0.28","0.28","0.74","0.22","0.31","0.31","0.59","0.58","0.58","0.72","0.24","0.44","0.5","0.14","0.75","0.72","0.04","0.23","0.83","0.04","0.06","0.60","0.62","0.63","0.80","0.77","0.91","0.79","0.58","0.84","0.44","0.00","0.00","0.34","0.51","0.32","0.73","0.68","0.12","0.23","0.04","0.00","0.26"
"1622","1954","39","Conneautcity","10","0.01","0.41","0.02","0.98","0.02","0.01","0.43","0.43","0.28","0.58","0.00","0.00","0.16","0.31","0.16","0.42","0.68","0.50","0.67","0.18","0.17","0.16","0.16","0.16","0.16","0.07","0.02","0.50","0.22","0.47","0.08","0.75","0.25","0.87","0.31","0.80","0.20","0.47","0.26","0.43","0.46","0.47","0.64","0.65","0.56","0.62","0.35","0.36","0.00","0.13","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.94","0.05","0.22","0.21","0.45","0.42","0.50","0.63","0.06","0.41","0.5","0.03","0.54","0.65","0.39","0.90","0.06","0.40","0.30","0.04","0.04","0.04","0.10","0.11","0.11","0.16","0.40","0.16","0.37","0.00","0.00","0.04","0.73","0.71","0.84","0.78","0.07","0.04","0.04","0.00","0.04"
"1623","1955"," 6","SanDiegocity","10","1.00","0.48","0.18","0.50","0.72","0.38","0.47","0.64","0.46","0.32","1.00","1.00","0.36","0.60","0.22","0.49","0.33","0.42","0.49","0.37","0.39","0.48","0.27","0.21","0.24","0.29","1.00","0.35","0.28","0.29","0.48","0.34","0.57","0.30","0.47","0.23","0.53","0.55","0.69","0.64","0.61","0.56","0.55","0.54","0.61","0.52","0.38","0.36","0.72","0.37","1.00","0.41","0.48","0.54","0.60","0.60","0.62","0.63","0.64","0.50","0.42","0.50","0.39","0.46","0.48","0.48","0.34","0.48","0.67","0.0","1.00","0.77","0.36","0.15","0.15","0.65","0.14","0.37","0.45","0.49","0.58","0.51","0.53","0.65","0.51","0.69","0.71","0.18","1.00","1.00","0.62","0.31","0.31","0.51","0.41","0.95","0.29","0.25","0.37","0.48"
"1624","1956","34","Hazlettownship","10","0.02","0.66","0.02","0.93","0.21","0.07","0.43","0.44","0.30","0.36","0.03","1.00","0.64","0.73","0.14","0.61","0.49","0.14","0.59","0.62","0.42","0.40","0.54","0.00","0.42","0.58","0.00","0.05","0.20","0.35","0.28","0.30","0.61","0.28","0.36","0.31","0.37","0.17","0.40","0.23","0.21","0.69","0.91","0.87","0.95","0.89","0.39","0.50","0.00","0.07","0.01","0.07","0.12","0.20","0.23","0.04","0.05","0.08","0.08","0.84","0.05","0.33","0.36","0.71","0.74","0.26","0.94","0.05","0.25","0.5","0.01","0.95","0.90","0.20","0.47","0.50","0.04","0.05","0.45","0.41","0.36","0.21","0.25","0.68","0.27","0.83","0.54","0.44","0.02","0.00","0.21","0.54","0.89","0.77","0.74","0.01","0.33","0.67","0.00","0.03"
